epoch,accuracy,loss,lr,precision,recall,top3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top3_accuracy
10,0.2968980669975281,2.412607431411743,0.001,0.6907630562782288,0.09771616756916046,0.5343710780143738,0.19701926410198212,3.027980327606201,0.4344262182712555,0.05779716372489929,0.38458743691444397
11,0.31541869044303894,2.3476805686950684,0.001,0.7178003191947937,0.11271446198225021,0.550960123538971,0.4042166471481323,2.058995008468628,0.8084291219711304,0.1533987671136856,0.6339513063430786
12,0.33712077140808105,2.2805004119873047,0.001,0.7332448363304138,0.1255539208650589,0.5730030536651611,0.22682660818099976,2.8316516876220703,0.6274999976158142,0.0912395492196083,0.43838605284690857
13,0.336779922246933,2.248673915863037,0.001,0.7148148417472839,0.13157595694065094,0.5785706043243408,0.25372591614723206,2.6492908000946045,0.6432926654815674,0.0766993835568428,0.47473645210266113
14,0.3584820032119751,2.1967296600341797,0.001,0.7370588183403015,0.14237017929553986,0.5982275009155273,0.30716103315353394,2.365264654159546,0.681922197341919,0.10832424461841583,0.5412577390670776
15,0.3768889904022217,2.139354705810547,0.001,0.7465091347694397,0.15793660283088684,0.615952730178833,0.25336241722106934,2.9115145206451416,0.5,0.1097782626748085,0.4761904776096344
16,0.3893875777721405,2.1019227504730225,0.001,0.7298329472541809,0.1737302541732788,0.6319736242294312,0.3496910333633423,2.125617742538452,0.6559485793113708,0.14830970764160156,0.6143220663070679
17,0.4169980585575104,1.9870387315750122,0.0005,0.768128514289856,0.2009998857975006,0.6539029479026794,0.4489276707172394,1.9082437753677368,0.7496723532676697,0.20792439579963684,0.6812068223953247
18,0.4279059171676636,1.9438018798828125,0.0005,0.7593291401863098,0.20577207207679749,0.6684467792510986,0.4616503119468689,1.8530560731887817,0.7361963391304016,0.26172301173210144,0.6844783425331116
19,0.43699580430984497,1.9131592512130737,0.0005,0.770733654499054,0.21963413059711456,0.67753666639328,0.473645955324173,1.7747024297714233,0.8099547624588013,0.2602689862251282,0.7110141515731812
20,0.4505169987678528,1.8829835653305054,0.0005,0.7752808928489685,0.23520053923130035,0.6881036162376404,0.4489276707172394,1.830864429473877,0.7053743004798889,0.2671755850315094,0.698291540145874
21,0.44994887709617615,1.8547457456588745,0.0005,0.7675929069519043,0.24167707562446594,0.6913986802101135,0.47146493196487427,1.8446812629699707,0.8258877396583557,0.26208651065826416,0.6703017354011536
22,0.47165095806121826,1.7973610162734985,0.0005,0.7801693677902222,0.2512214481830597,0.7102602124214172,0.48091602325439453,1.7371801137924194,0.807216465473175,0.28462377190589905,0.7153761982917786
23,0.4824451804161072,1.8028868436813354,0.0005,0.7753259539604187,0.26349279284477234,0.7106010913848877,0.4518356919288635,1.8476333618164062,0.7818382978439331,0.2566339373588562,0.6757542490959167
24,0.4786956012248993,1.7672812938690186,0.0005,0.7801185250282288,0.2692875862121582,0.7136688828468323,0.523809552192688,1.590338110923767,0.8021295666694641,0.3286077678203583,0.7568157315254211
25,0.4885808527469635,1.7404084205627441,0.0005,0.7804422378540039,0.2847403585910797,0.7178729772567749,0.4903671443462372,1.72493314743042,0.7504603862762451,0.2962559163570404,0.7230098247528076
26,0.4931257665157318,1.7132165431976318,0.0005,0.7922276854515076,0.29417112469673157,0.7235541343688965,0.5067248344421387,1.676331639289856,0.775337815284729,0.3336968421936035,0.7241003513336182
27,0.49823883175849915,1.7034413814544678,0.0005,0.7749130725860596,0.3039427399635315,0.7282127141952515,0.4881861209869385,1.7814595699310303,0.7229014039039612,0.3224281966686249,0.721555769443512
28,0.5128962397575378,1.6686856746673584,0.0005,0.7978318333625793,0.3093966543674469,0.7382115721702576,0.4434750974178314,1.8768837451934814,0.6994974613189697,0.2529989182949066,0.6877499222755432
29,0.5159640908241272,1.6446185111999512,0.0005,0.7841507196426392,0.32155436277389526,0.742642879486084,0.4849145710468292,1.6512916088104248,0.7434554696083069,0.30970555543899536,0.7462740540504456
30,0.5340301990509033,1.571810007095337,0.00025,0.8056744933128357,0.3420065939426422,0.7588910460472107,0.6077789664268494,1.3662691116333008,0.8541353344917297,0.41294074058532715,0.8004361987113953
31,0.5435745716094971,1.5560609102249146,0.00025,0.8025640845298767,0.3556413948535919,0.7642313241958618,0.5267175436019897,1.5920673608779907,0.7548872232437134,0.3649581968784332,0.7542711496353149
32,0.5492557883262634,1.5247619152069092,0.00025,0.8099089860916138,0.3640495538711548,0.7717304825782776,0.5823336839675903,1.4224328994750977,0.8398791551589966,0.4042166471481323,0.783715009689331
33,0.5449380874633789,1.5186690092086792,0.00025,0.8011534810066223,0.3630269169807434,0.7737756967544556,0.47691747546195984,1.7940194606781006,0.6966463327407837,0.33224281668663025,0.7211923003196716
34,0.5593682527542114,1.5008366107940674,0.00025,0.8019075393676758,0.37257128953933716,0.7793432474136353,0.5565248727798462,1.4878590106964111,0.7797619104385376,0.380952388048172,0.7804434895515442
35,0.5715259909629822,1.4555546045303345,0.00025,0.8119495511054993,0.3875696063041687,0.7812748551368713,0.6070519685745239,1.341705083847046,0.8190854787826538,0.4492911696434021,0.8000727295875549
36,0.5695943832397461,1.4402353763580322,0.00025,0.8041495680809021,0.40074992179870605,0.7869560122489929,0.5667030215263367,1.48306405544281,0.7567394375801086,0.4285714328289032,0.7895310521125793
37,0.5744801759719849,1.4364335536956787,0.00025,0.8171468377113342,0.3996136784553528,0.7815021276473999,0.5888767838478088,1.357377052307129,0.7971109747886658,0.4412940740585327,0.8015267252922058
38,0.5716395974159241,1.4175975322723389,0.00025,0.8136026263237,0.39825019240379333,0.791500985622406,0.603416919708252,1.3353487253189087,0.7865239381790161,0.45401671528816223,0.8117048144340515
39,0.574366569519043,1.4110093116760254,0.00025,0.8011062145233154,0.4114305078983307,0.7903647422790527,0.5714285969734192,1.4060988426208496,0.7503160834312439,0.43147945404052734,0.8007997274398804
40,0.5822065472602844,1.4060224294662476,0.00025,0.8024663925170898,0.4140438735485077,0.7934325933456421,0.543438732624054,1.5365300178527832,0.7395287752151489,0.41075971722602844,0.7702653408050537
41,0.5808430910110474,1.3863790035247803,0.00025,0.8033289313316345,0.4167708158493042,0.8001363277435303,0.549254834651947,1.5591427087783813,0.7549715638160706,0.38640493154525757,0.7768084406852722
42,0.5901601910591125,1.3719327449798584,0.00025,0.8091503381729126,0.4219974875450134,0.8061583638191223,0.551072359085083,1.5539079904556274,0.7398627400398254,0.4311159551143646,0.7775354385375977
43,0.5920917987823486,1.3700695037841797,0.00025,0.8061440587043762,0.43233722448349,0.8034314513206482,0.47764450311660767,1.9154103994369507,0.6309226751327515,0.3678662180900574,0.7204653024673462
44,0.6008408069610596,1.315227746963501,0.000125,0.8160605430603027,0.4410862326622009,0.8168389797210693,0.6175935864448547,1.2795501947402954,0.8042168617248535,0.48527806997299194,0.8131588697433472
45,0.6110669374465942,1.2855948209762573,0.000125,0.8236765265464783,0.44903987646102905,0.8195659518241882,0.6474009156227112,1.139702320098877,0.8473464250564575,0.516539454460144,0.8444201946258545
46,0.6059538722038269,1.3035097122192383,0.000125,0.8263223767280579,0.45085784792900085,0.8188841938972473,0.6546710133552551,1.1596370935440063,0.848139226436615,0.5136314034461975,0.8356961011886597
47,0.6108396649360657,1.2847832441329956,0.000125,0.8173506855964661,0.45710715651512146,0.820361316204071,0.6394038796424866,1.15956711769104,0.8281623125076294,0.5045437812805176,0.8375136256217957
48,0.6160663366317749,1.2717864513397217,0.000125,0.8207870721817017,0.4621065855026245,0.8220656514167786,0.6335877776145935,1.1966431140899658,0.7997718453407288,0.5096328854560852,0.8364230990409851
49,0.6151573657989502,1.267697811126709,0.000125,0.8276342153549194,0.4730144441127777,0.8209294676780701,0.6219556331634521,1.2118018865585327,0.7926973104476929,0.48927661776542664,0.8342421054840088
